DISTRICT_CODE,SCHOOL_CODE,Juniors Last Year,Seniors Last Year,SCHOOL_NAME,DISTRICT_NAME,Juniors This Year,Seniors This Year,Public School Name,District Name,LEA Code,CESA,School Code,School Type,Low Grade,High Grade,Contact,Contact Title,Physical Address,Mailing Address,Mailing City,Mailing Zip,Mailing Zip + 4,Shipping Address,Physical City,County Code,County Name,Phone,Extension,Fax,Email,Website,School Category,Charter,Virtual,District NCES,School NCES,Agency Type Description
2695,60.0,413,404,Craig High,Janesville,409,430,Craig Hi,Janesville,2695,2,60,High School,09,12,Alison  Bjoin,Principal,401 S Randall Ave  Janesville WI  53545-4398,401 S Randall Ave Janesville WI  53545-4398  ,Janesville,53545.0,4398.0,401 S Randall Ave Janesville WI  53545-4398  ,Janesville,53,Rock,608-743-5205,,6087435150.0,tjones@janesville.k12.wi.us,www.janesville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507020.0,757.0,Public school
2695,280.0,302,334,Parker High,Janesville,307,331,Parker Hi,Janesville,2695,2,280,High School,09,12,Christopher  Laue,Principal,3125 Mineral Point Ave  Janesville WI  53548-3240,3125 Mineral Point Ave Janesville WI  53548-3240  ,Janesville,53548.0,3240.0,3125 Mineral Point Ave Janesville WI  53548-3240  ,Janesville,53,Rock,608-743-5605,,6087435550.0,rkettleson@janesville.k12.wi.us,www.janesville.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507020.0,770.0,Public school
2695,400.0,137,66,Rock River Charter School,Janesville,147,43,Rock River Charter Sch,Janesville,2695,2,400,High School,06,12,Lisa  Peterson,Principal,31 W Milwaukee St  Janesville WI  53548-2911,31 W Milwaukee St Janesville WI  53548-2911  ,Janesville,53548.0,2911.0,31 W Milwaukee St Janesville WI  53548-2911  ,Janesville,53,Rock,608-752-8273,,6087528430.0,lpeterson@janesville.k12.wi.us,www.janesville.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507020.0,1698.0,Public school
2695,450.0,12,18,Rock University High,Janesville,24,12,Rock University Hi,Janesville,2695,2,450,High School,10,12,Kolleen  Onsrud,Principal,Blackhawk Technical College 6004 S County Road G Janesville WI  53546-9458,527 S Franklin St Janesville WI  53548-4779  ,Janesville,53548.0,4779.0,527 S Franklin St Janesville WI  53548-4779  ,Janesville,53,Rock,608-743-7425,,6083141172.0,konsrud@janesville.k12.wi.us,www.janesville.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507020.0,2952.0,Public school
2695,430.0,12,18,TAGOS Leadership Academy-Tailoring Academics to Guide our Students,Janesville,16,10,TAGOS Leadership Acad,Janesville,2695,2,430,High School,07,12,Patty  Hernandez,Principal,1350 N Parker Dr  Janesville WI  53545-0724,1350 N Parker Dr Janesville WI  53545-0724  ,Janesville,53545.0,724.0,1350 N Parker Dr Janesville WI  53545-0724  ,Janesville,53,Rock,608-290-0468,,6087435130.0,phernandez@janesville.k12.wi.us,www.janesville.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507020.0,2691.0,Public school
2702,80.0,158,170,Jefferson High,Jefferson,177,156,Jefferson Hi,Jefferson,2702,2,80,High School,09,12,Stephen  Dinkel,Principal,700 W Milwaukee St  Jefferson WI  53549-1498,700 W Milwaukee St Jefferson WI  53549-1498  ,Jefferson,53549.0,1498.0,700 W Milwaukee St Jefferson WI  53549-1498  ,Jefferson,28,Jefferson,920-675-1100,,9206751120.0,dinkels@sdoj.org,www.sdoj.org,Regular,No,Primarily Classroom (Supplemental Virtual),5507050.0,778.0,Public school
2730,40.0,45,44,Johnson Creek Middle and High,Johnson Creek,42,46,Johnson Creek Mid & Hi,Johnson Creek,2730,2,40,Combined Elementary/Secondary School,05,12,Neil  O'Connell,Principal,455 Aztalan St  Johnson Creek WI  53038,PO Box 39 Johnson Creek WI  53038-0039  ,Johnson Creek,53038.0,39.0,455 Aztalan St Johnson Creek WI  53038  ,Johnson Creek,28,Jefferson,920-541-4800,,9205414852.0,oconnelln@johnsoncreekschools.org,www.johnsoncreek.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507170.0,783.0,Public school
2737,40.0,23,31,Juda High,Juda,32,17,Juda Hi,Juda,2737,2,40,High School,09,12,Traci  Davis,Principal,N2385 Spring St  Juda WI  53550-9703,N2385 Spring St Juda WI  53550-9703  ,Juda,53550.0,9703.0,N2385 Spring St Juda WI  53550-9703  ,Juda,23,Green,608-934-5251,,6089345254.0,davis@judaschool.com,www.judaschool.com,Regular,No,Primarily Classroom (Supplemental Virtual),5507230.0,785.0,Public school
2758,40.0,287,291,Kaukauna High,Kaukauna Area,296,299,Kaukauna Hi,Kaukauna Area,2758,6,40,High School,09,12,Corey  Baumgartner,Principal,1701 County Road CE  Kaukauna WI  54130-3916,1701 County Road CE Kaukauna WI  54130-3916  ,Kaukauna,54130.0,3916.0,1701 County Road CE Kaukauna WI  54130-3916  ,Kaukauna,44,Outagamie,920-766-6113,6151.0,9207666157.0,baumgartnerc@kaukaunasd.org,www.kaukauna.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507290.0,793.0,Public school
2793,60.0,393,380,Bradford High,Kenosha,458,388,Bradford Hi,Kenosha,2793,1,60,High School,09,12,Kurt  Sinclair,Principal,3700 Washington Rd  Kenosha WI  53144-1641,3700 Washington Rd Kenosha WI  53144-1641  ,Kenosha,53144.0,1641.0,3700 Washington Rd Kenosha WI  53144-1641  ,Kenosha,30,Kenosha,262-359-6200,,2623595948.0,ksinclai@kusd.edu,www.kusd.edu,Regular,No,Primarily Classroom (Supplemental Virtual),5507320.0,801.0,Public school
2793,490.0,99,106,Harborside Academy,Kenosha,104,108,Harborside Acad,Kenosha,2793,1,490,High School,06,12,William  Haithcock,Principal,913 57th St  Kenosha WI  53140,913 57th St Kenosha WI  53140  ,Kenosha,53140.0,,913 57th St Kenosha WI  53140  ,Kenosha,30,Kenosha,262-359-8400,,2623598450.0,whaithco@kusd.edu,www.kusd.edu,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507320.0,2754.0,Public school
2793,280.0,25,15,Hillcrest School,Kenosha,38,15,Hillcrest Sch,Kenosha,2793,1,280,High School,06,12,Eitan  Benzaquen,Principal,4616 24th St  Kenosha WI  53144-1305,4616 24th St Kenosha WI  53144-1305  ,Kenosha,53144.0,1305.0,4616 24th St Kenosha WI  53144-1305  ,Kenosha,30,Kenosha,262-359-6118,,2623597870.0,ebenzaqu@kusd.edu,www.kusd.edu,Alternative,No,Primarily Classroom (Supplemental Virtual),5507320.0,2317.0,Public school
2793,410.0,590,566,Indian Trail High School and Academy,Kenosha,604,561,Indian Trail HS & Acad,Kenosha,2793,1,410,High School,09,12,Maria  Kotz,Principal,6800 60th St  Kenosha WI  53144-7830,6800 60th St Kenosha WI  53144-7830  ,Kenosha,53144.0,7830.0,6800 60th St Kenosha WI  53144-7830  ,Kenosha,30,Kenosha,262-359-8700,,2623598756.0,mkotz@kusd.edu,www.kusd.edu,Regular,No,Primarily Classroom (Supplemental Virtual),5507320.0,1461.0,Public school
2793,800.0,44,16,Kenosha eSchool K-12,Kenosha,23,11,Kenosha eSchool K-12,Kenosha,2793,1,800,Combined Elementary/Secondary School,KG,12,Daniel  Tenuta,Principal,1808 41st Pl  Kenosha WI  53140,1808 41st Pl Kenosha WI  53140  ,Kenosha,53140.0,,1808 41st Pl Kenosha WI  53140  ,Kenosha,30,Kenosha,262-359-7715,,2623595933.0,dtenuta@kusd.edu,www.kusd.edu,Regular,Charter,Primarily Virtual,5507320.0,2910.0,Public school
2793,480.0,104,111,Lakeview Technology Academy,Kenosha,101,106,Lakeview Technology Acad,Kenosha,2793,1,480,High School,09,12,Bethany  Ormseth,Principal,9449 88th Ave  Pleasant Prairie WI  53158-2216,9449 88th Ave Pleasant Prairie WI  53158-2216  ,Pleasant Prairie,53158.0,2216.0,9449 88th Ave Pleasant Prairie WI  53158-2216  ,Pleasant Prairie,30,Kenosha,262-359-8155,,2623598159.0,bormseth@kusd.edu,www.kusd.edu,Vocational,No,Primarily Classroom (Supplemental Virtual),5507320.0,1462.0,Public school
2793,450.0,178,87,Reuther Central High,Kenosha,135,95,Reuther Central Hi,Kenosha,2793,1,450,High School,09,12,Richard  Aiello,Principal,913 57th St  Kenosha WI  53140-4023,913 57th St Kenosha WI  53140-4023  ,Kenosha,53140.0,4023.0,913 57th St Kenosha WI  53140-4023  ,Kenosha,30,Kenosha,262-359-6160,,2623596281.0,raiello@kusd.edu,www.kusd.edu,Alternative,No,Primarily Classroom (Supplemental Virtual),5507320.0,822.0,Public school
2793,580.0,426,437,Tremper High,Kenosha,442,430,Tremper Hi,Kenosha,2793,1,580,High School,09,12,Steven  Knecht,Principal,8560 26th Ave  Kenosha WI  53143-6447,8560 26th Ave Kenosha WI  53143-6447  ,Kenosha,53143.0,6447.0,8560 26th Ave Kenosha WI  53143-6447  ,Kenosha,30,Kenosha,262-359-2200,,2623592353.0,sknecht@kusd.edu,www.kusd.edu,Regular,No,Primarily Classroom (Supplemental Virtual),5507320.0,828.0,Public school
1376,470.0,24,38,High School of Health Sciences,Kettle Moraine,33,35,High Sch of Health Sciences,Kettle Moraine,1376,1,470,High School,09,12,Stephen  Plum,Director,349 N Oak Crest Dr  Wales WI  53183-9711,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,53183.0,9711.0,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,67,Waukesha,262-968-6200,4608.0,2629686217.0,plums@kmsd.edu,https://www.kmsd.edu/hs2,Regular,Charter,Primarily Classroom (Supplemental Virtual),5503510.0,2988.0,Public school
1376,450.0,19,21,Kettle Moraine Global School for Global Leadership and Innovation,Kettle Moraine,19,14,KM Global Sch,Kettle Moraine,1376,1,450,High School,09,12,Erica  Bardon,Director,349 N Oak Crest Dr  Wales WI  53183-9711,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,53183.0,9711.0,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,67,Waukesha,262-968-6273,4700.0,2629686390.0,kmglobal@kmsd.edu,https://www.kmsd.edu/kmglobal,Regular,Charter,Primarily Virtual,5503510.0,2876.0,Public school
1376,120.0,300,238,Kettle Moraine High,Kettle Moraine,244,272,Kettle Moraine Hi,Kettle Moraine,1376,1,120,High School,09,12,Jeffrey  Walters,Principal,349 N Oak Crest Dr  Wales WI  53183-9711,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,53183.0,9711.0,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,67,Waukesha,262-968-6271,4001.0,2629686217.0,waltersj@kmsd.edu,https://www.kmsd.edu/hs,Regular,No,Primarily Classroom (Supplemental Virtual),5503510.0,376.0,Public school
1376,460.0,44,43,School for Arts and Performance,Kettle Moraine,36,37,Sch for Arts and Performance,Kettle Moraine,1376,1,460,High School,09,12,Kevin  Erickson,Director,349 N Oak Crest Dr  Wales WI  53183-9711,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,53183.0,9711.0,349 N Oak Crest Dr Wales WI  53183-9711  ,Wales,67,Waukesha,262-968-6273,4800.0,2629686217.0,kmperform@kmsd.edu,www.kmsd.edu/kmperform,Regular,Charter,Primarily Classroom (Supplemental Virtual),5503510.0,2861.0,Public school
2800,80.0,160,163,Kewaskum High,Kewaskum,167,141,Kewaskum Hi,Kewaskum,2800,6,80,High School,09,12,Scott  Stier,Principal,1510 Bilgo Ln  Kewaskum WI  53040,PO Box 426 Kewaskum WI  53040-0426  ,Kewaskum,53040.0,426.0,1510 Bilgo Ln Kewaskum WI  53040  ,Kewaskum,66,Washington,262-626-8427,4132.0,2626264214.0,sstier@kewaskumschools.org,www.kewaskumschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5507380.0,837.0,Public school
2814,100.0,78,78,Kewaunee High,Kewaunee,83,76,Kewaunee Hi,Kewaunee,2814,7,100,High School,09,12,Mark  Dax,Principal,911 3rd St  Kewaunee WI  54216-1668,911 3rd St Kewaunee WI  54216-1668  ,Kewaunee,54216.0,1668.0,911 3rd St Kewaunee WI  54216-1668  ,Kewaunee,31,Kewaunee,920-388-2951,,9203885165.0,mdax@kewaunee.k12.wi.us,www.kewaunee.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507410.0,841.0,Public school
5960,20.0,44,41,Kickapoo High,Kickapoo Area,45,47,Kickapoo Hi,Kickapoo Area,5960,3,20,High School,06,12,Aaron  Mithum,Principal,S6520 State Highway 131  Viola WI  54664-8528,S6520 State Highway 131 Viola WI  54664-8528  ,Viola,54664.0,8528.0,S6520 State Highway 131 Viola WI  54664-8528  ,Viola,62,Vernon,608-627-0103,,6086270132.0,amithum@kickapoo.k12.wi.us,www.kickapoo.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5512540.0,1658.0,Public school
2828,40.0,106,123,Kiel High,Kiel Area,118,103,Kiel Hi,Kiel Area,2828,7,40,High School,09,12,Eric  Ward,Principal,210 Raider Hts  Kiel WI  53042-1747,PO Box 218 Kiel WI  53042  ,Kiel,53042.0,,210 Raider Hts Kiel WI  53042-1747  ,Kiel,36,Manitowoc,920-894-2263,5151.0,9208945101.0,hdorner@kiel.k12.wi.us,www.kiel.k12.wi.us,Regular,No,No,5507440.0,844.0,Public school
2835,80.0,346,405,Kimberly High,Kimberly Area,406,385,Kimberly Hi,Kimberly Area,2835,6,80,High School,09,12,Jackie  Schleicher,Principal,1662 E Kennedy Ave  Kimberly WI  54136,1662 E Kennedy Ave Kimberly WI  54136  ,Kimberly,54136.0,,1662 E Kennedy Ave Kimberly WI  54136  ,Kimberly,44,Outagamie,920-687-3024,,9206873029.0,kasd@kimberly.k12.wi.us,www.kimberly.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507470.0,850.0,Public school
2842,40.0,63,65,Kohler High,Kohler,57,45,Kohler Hi,Kohler,2842,7,40,High School,09,12,Timothy  Brown,Principal,333 Upper Rd  Kohler WI  53044,333 Upper Rd Kohler WI  53044  ,Kohler,53044.0,,333 Upper Rd Kohler WI  53044  ,Kohler,59,Sheboygan,920-803-7282,,9204592930.0,brownt@kohler.k12.wi.us,www.kohlerpublicschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5507500.0,853.0,Public school
2849,440.0,7,11,7 Rivers Community High,La Crosse,10,9,7 Rivers Community Hi,La Crosse,2849,4,440,High School,09,12,Penny A Reedy,Principal,Hogan Administrative Center 807 East Ave S La Crosse WI  54601,Hogan Administrative Center 807 East Ave S La Crosse WI  54601 ,La Crosse,54601.0,,Hogan Administrative Center 807 East Ave S La Crosse WI  54601 ,La Crosse,32,La Crosse,608-789-7670,,6087897711.0,preedy@lacrossesd.org,www.lacrosseschools.org ,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507530.0,2950.0,Public school
2849,20.0,302,243,Central High,La Crosse,243,291,Central Hi,La Crosse,2849,4,20,High School,09,12,F Troy McDonald,Principal,1801 Losey Blvd S  La Crosse WI  54601-6800,1801 Losey Blvd S La Crosse WI  54601-6800  ,La Crosse,54601.0,6800.0,1801 Losey Blvd S La Crosse WI  54601-6800  ,La Crosse,32,La Crosse,608-789-7900,,6087897931.0,tmcdonal@lacrossesd.org,www.lacrosseschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5507530.0,854.0,Public school
2849,410.0,21,17,LaCrossroads Charter,La Crosse,14,16,LaCrossroads Charter,La Crosse,2849,4,410,High School,09,12,Jeffrey L Axness,Principal - Central High Campus,1801 Losey Blvd S  La Crosse WI  54601-8800,1801 Losey Blvd S La Crosse WI  54601-8800  ,La Crosse,54601.0,8800.0,1801 Losey Blvd S La Crosse WI  54601-8800  ,La Crosse,32,La Crosse,608-789-7900,,6087897711.0,jaxness@lacrossesd.org,www.lacrosseschools.org,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507530.0,2466.0,Public school
2849,220.0,183,182,Logan High,La Crosse,195,188,Logan Hi,La Crosse,2849,4,220,High School,09,12,Deborah  Kollross,Principal,1500 Ranger Dr  La Crosse WI  54603-2713,1500 Ranger Dr La Crosse WI  54603-2713  ,La Crosse,54603.0,2713.0,1500 Ranger Dr La Crosse WI  54603-2713  ,La Crosse,32,La Crosse,608-789-7700,,6087897711.0,dkollros@lacrossesd.org,www.lacrosseschools.org,Regular,No,Primarily Classroom (Supplemental Virtual),5507530.0,865.0,Public school
2863,40.0,15,14,La Farge High,La Farge,14,16,La Farge Hi,La Farge,2863,4,40,High School,09,12,Todd  Camlek,Principal,301 W Adams St  La Farge WI  54639-7936,301 W Adams St La Farge WI  54639-7936  ,La Farge,54639.0,7936.0,301 W Adams St La Farge WI  54639-7936  ,La Farge,62,Vernon,608-625-0123,,6086250152.0,camlekt@lafarge.k12.wi.us,www.lafarge.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507560.0,873.0,Public school
2856,80.0,72,77,Ladysmith High,Ladysmith,78,69,Ladysmith Hi,Ladysmith,2856,10,80,High School,09,12,Robert  Lecheler,Principal,1700 Edgewood Ave E  Ladysmith WI  54848,1700 Edgewood Ave E Ladysmith WI  54848  ,Ladysmith,54848.0,,1700 Edgewood Ave E Ladysmith WI  54848  ,Ladysmith,54,Rusk,715-532-5531,223.0,7155325961.0,blecheler@sdlwi.org,www.ladysmith.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507590.0,877.0,Public school
2884,20.0,351,355,Badger High,Lake Geneva-Genoa City UHS,356,387,Badger Hi,Lake Geneva-Genoa City UHS,2884,2,20,High School,09,12,Russ  Tronsen,Principal,220 E South St  Lake Geneva WI  53147-2499,220 E South St Lake Geneva WI  53147-2499  ,Lake Geneva,53147.0,2499.0,220 E South St Lake Geneva WI  53147-2499  ,Lake Geneva,64,Walworth,262-348-2000,2050.0,2622486178.0,russ.tronsen@badger.k12.wi.us,lakegenevaschools.com,Regular,No,Primarily Classroom (Supplemental Virtual),5507650.0,884.0,Public school
2884,9401.0,19,5,Walworth Co Educ Alt High,Lake Geneva-Genoa City UHS,24,7,Walworth Co Educ Alt Hi,Lake Geneva-Genoa City UHS,2884,2,9401,High School,09,12,Vacant,,N/A  ,   ,,,,N/A   ,,64,Walworth,,,,,,Regular,Charter,Primarily Classroom (Supplemental Virtual),5507650.0,,Public Schools-Multidistrict Charters
2891,40.0,17,31,Holcombe High,Lake Holcombe,31,24,Holcombe Hi,Lake Holcombe,2891,10,40,High School,09,12,Mark  Porter,Principal,27331 262nd Ave  Holcombe WI  54745,27331 262nd Ave Holcombe WI  54745  ,Holcombe,54745.0,,27331 262nd Ave Holcombe WI  54745  ,Holcombe,9,Chippewa,715-595-4241,,7155956383.0,porterme@lakeholcombe.k12.wi.us,www.lakeholcombe.k12.wi.us,Regular,No,No,5507680.0,886.0,Public school
2898,40.0,102,96,Lake Mills High,Lake Mills Area,107,103,Lake Mills Hi,Lake Mills Area,2898,2,40,High School,09,12,Cale  Vogel,Principal,615 Catlin Dr  Lake Mills WI  53551-1897,615 Catlin Dr Lake Mills WI  53551-1897  ,Lake Mills,53551.0,1897.0,615 Catlin Dr Lake Mills WI  53551-1897  ,Lake Mills,28,Jefferson,920-648-2355,304.0,9206482357.0,cale.vogel@lakemills.k12.wi.us,www.lakemills.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507710.0,887.0,Public school
3647,20.0,161,157,Lakeland High,Lakeland UHS,160,180,Lakeland Hi,Lakeland UHS,3647,9,20,High School,09,12,James P Bouche,District Administrator,9573 State Hwy 70  Minocqua WI  54548-9000,9573 State Hwy 70 Minocqua WI  54548-9000  ,Minocqua,54548.0,9000.0,9573 State Hwy 70 Minocqua WI  54548-9000  ,Minocqua,43,Oneida,715-356-5252,3484.0,7153561892.0,bouche@lakelandunion.org,www.luhs.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5509630.0,1274.0,Public school
2912,20.0,70,79,Lancaster High,Lancaster Community,78,53,Lancaster Hi,Lancaster Community,2912,3,20,High School,09,12,Mark  Uppena,Principal,806 E Elm St  Lancaster WI  53813-1399,806 E Elm St Lancaster WI  53813-1399  ,Lancaster,53813.0,1399.0,806 E Elm St Lancaster WI  53813-1399  ,Lancaster,22,Grant,608-723-2173,320.0,6087232441.0,uppenam@lancastersd.k12.wi.us,www.lancastersd.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507770.0,891.0,Public school
2940,20.0,17,21,Laona High,Laona,23,17,Laona Hi,Laona,2940,8,20,High School,07,12,Jim  Bradley,Principal,5216 Forest Ave Ste A  Laona WI  54541-9375,5216 Forest Ave Ste A Laona WI  54541-9375  ,Laona,54541.0,9375.0,5216 Forest Ave Ste A Laona WI  54541-9375  ,Laona,21,Forest,715-674-3801,,7156745904.0,jbradley@laona.k12.wi.us,www.laona.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507830.0,893.0,Public school
2961,40.0,22,33,Lena High,Lena,27,22,Lena Hi,Lena,2961,8,40,High School,09,12,James  Torzala,Principal,304 E Main St  Lena WI  54139-9488,304 E Main St Lena WI  54139-9488  ,Lena,54139.0,9488.0,304 E Main St Lena WI  54139-9488  ,Lena,42,Oconto,920-829-5244,4.0,9208295122.0,torzalaj@lenak12.org,www.lena.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5507860.0,896.0,Public school
3129,410.0,13,23,Little Chute Career Pathways Academy,Little Chute Area,22,32,Little Chute Career Pathways,Little Chute Area,3129,6,410,High School,09,12,Tony  Bird,Administrator,1402 Freedom Rd  Little Chute WI  54140-1313,1402 Freedom Rd Little Chute WI  54140-1313  ,Little Chute,54140.0,1313.0,1402 Freedom Rd Little Chute WI  54140-1313  ,Little Chute,44,Outagamie,920-788-7600,,9207887841.0,tbird@littlechute.k12.wi.us,www.lccpa.littlechute.k12.wi.us,Regular,Charter,Primarily Classroom (Supplemental Virtual),5508160.0,2905.0,Public school
3129,40.0,110,107,Little Chute High,Little Chute Area,110,84,Little Chute Hi,Little Chute Area,3129,6,40,High School,09,12,Tony  Bird,Principal,1402 Freedom Rd  Little Chute WI  54140-1313,1402 Freedom Rd Little Chute WI  54140-1313  ,Little Chute,54140.0,1313.0,1402 Freedom Rd Little Chute WI  54140-1313  ,Little Chute,44,Outagamie,920-788-7600,,9207887841.0,tbird@littlechute.k12.wi.us,www.littlechute.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5508160.0,901.0,Public school
3150,80.0,115,140,Lodi High,Lodi,145,122,Lodi Hi,Lodi,3150,5,80,High School,09,12,Vincent  Breunig,Principal,1100 Sauk St  Lodi WI  53555-1098,1100 Sauk St Lodi WI  53555-1098  ,Lodi,53555.0,1098.0,1100 Sauk St Lodi WI  53555-1098  ,Lodi,11,Columbia,608-592-3853,4400.0,6085921045.0,breunvi@lodischoolswi.org,www.lodi.k12.wi.us,Regular,No,Primarily Classroom (Supplemental Virtual),5508190.0,905.0,Public school
